Ngày 11/19/2023:
   Keyword 'cổ_phiếu': 0.23%
   Keyword 'z': 0.23%
   Keyword 'chính_trị': 0.23%
   Keyword 'kho_tàu': 0.23%
   Keyword 'ms.': 0.23%
   Keyword 'dung_mạo': 0.23%
   Keyword 'marvel': 0.23%
   Keyword 'trẻ_thơ': 0.23%
   Keyword 'nhân_tài_ấn_độ': 0.23%
   Keyword 'nhân_tài': 0.23%
   Keyword 'trẻ_con': 0.23%
   Keyword 'cây_xăng': 0.23%
   Keyword 'cửa_tử': 0.23%
   Keyword 'cha_mẹ': 0.23%
   Keyword 'cuộc_sống': 0.23%
   Keyword 'tiền_đạo': 0.23%
   Keyword 'iraq': 0.23%
   Keyword 'tiền_đạo_iraq_việt_nam': 0.23%
   Keyword 'lãnh_đội_indonesia': 0.23%
   Keyword 'công_trình_khu_vực_dinh': 0.23%
   Keyword 'đất_hiếm': 0.23%
   Keyword 'thủ_tướng_lai_châu': 0.23%
   Keyword 'karaoke': 0.23%
   Keyword 'vũ_trường': 0.23%
   Keyword 'xưởng_nấm_lâm_đồng': 0.23%
   Keyword 'khí_chất': 0.23%
   Keyword 'đối_tác': 0.23%
   Keyword 'tin_tặc': 0.23%
   Keyword 'thiết_bị': 0.23%
   Keyword 'chứng_cứ': 0.23%
   Keyword 'giai_đoạn': 0.23%
   Keyword 'độc_quyền_google_mỹ': 0.23%
   Keyword 'cung_đường_hệ': 0.23%
   Keyword 'hệ': 0.23%
   Keyword 'công_nghệ_cao': 0.23%
   Keyword 'đề_xuất': 0.23%
   Keyword 'thủ_đoạn': 0.23%
   Keyword 'tinh_vi': 0.23%
   Keyword 'ninh_thuận': 0.23%
   Keyword 'giám_đốc': 0.23%
   Keyword 'nhận_thức': 0.23%
   Keyword 'đinh_ốc': 0.23%
   Keyword 'tá_tràng': 0.23%
   Keyword 'dải_gaza': 0.23%
   Keyword 'alshifa': 0.23%
   Keyword 'olympia': 0.23%
   Keyword 'ngược_dòng_xuất_sắc_nam_sinh_thái_nguyên': 0.23%
   Keyword 'thái_nguyên': 0.23%
   Keyword 'nam_sinh': 0.23%
   Keyword 'g': 0.23%
   Keyword 'hậu_trường': 0.23%
   Keyword 'trang_pháp': 0.23%
   Keyword 'ngày_công': 0.23%
   Keyword 'fifty': 0.23%
   Keyword 'hệ_miễn_dịch': 0.23%
   Keyword 'thuyền_nghệ_an': 0.23%
   Keyword 'thi_thể': 0.23%
   Keyword 'đà_nẵng_tạm': 0.23%
   Keyword 'tạm': 0.23%
   Keyword 'phà_phú_quốc': 0.23%
   Keyword 'thời_tiết': 0.23%
   Keyword 'massachusetts': 0.23%
   Keyword 'cựu_tns_dean_trần': 0.23%
   Keyword 'los_angeles': 0.23%
   Keyword 'hai': 0.23%
   Keyword 'cựu_đệ_nhất_phu_nhân_rosalynn_carter': 0.23%
   Keyword 'cựu_đệ_nhất_phu': 0.23%
   Keyword 'nhân_rosalynn_carter': 0.23%
   Keyword 'vụ_thiếu_nữ_gốc_việt_colorado': 0.23%
   Keyword 'em_trai': 0.23%
   Keyword 'luật_khánh_tận': 0.23%
   Keyword 'khánh_tận': 0.23%
   Keyword 'số_phận': 0.23%
   Keyword 'cộng_đồng_việt_nam_california': 0.23%
   Keyword 'đồng_hương': 0.23%
   Keyword 'lễ_tạ_ơn': 0.23%
   Keyword 'laguna_beach_hung': 0.23%
   Keyword 'nhà_hàng': 0.23%
   Keyword 'vụ_vạn_thịnh_phát': 0.23%
   Keyword 'chu_lập_cơ': 0.23%
   Keyword 'chồng_trương_mỹ_lan': 0.23%
   Keyword 'tu_viện': 0.23%
   Keyword 'chúa_cứu_thế': 0.23%
   Keyword 'dòng_chúa_cứu_thế_hà_nội': 0.23%
   Keyword 'thành_công': 0.23%
   Keyword 'liveshow': 0.23%
   Keyword 'ca_nhạc': 0.23%
   Keyword 'thi_pháp': 0.23%
   Keyword 'văn_xuôi': 0.23%
   Keyword 'trung_đại': 0.23%
   Keyword 'quái_lạ': 0.23%
Ngày 11/20/2023:
   Keyword 'việt_nam': 6.98%
   Keyword 'mỹ': 1.85%
   Keyword 'nhà_giáo': 1.68%
   Keyword 'bệnh_viện': 1.51%
   Keyword 'ukraine': 1.35%
   Keyword 'iraq': 1.35%
   Keyword 'thủ_tướng': 1.18%
   Keyword 'xã_hội': 1.09%
   Keyword 'học_sinh': 1.01%
   Keyword 'thế_giới': 1.01%
   Keyword 'việt': 1.01%
   Keyword 'bộ_trưởng': 1.01%
   Keyword 'hà_nội': 0.93%
   Keyword 'doanh_nghiệp': 0.93%
   Keyword 'công_nhân': 0.93%
   Keyword 'kinh_tế': 0.93%
   Keyword 'thanh_niên': 0.93%
   Keyword 'trung_quốc': 0.84%
   Keyword 'nga': 0.84%
   Keyword 'ma_tuý': 0.84%
   Keyword 'thầy_cô': 0.76%
   Keyword 'israel': 0.76%
   Keyword 'cô_giáo': 0.76%
   Keyword 'tai_nạn': 0.76%
   Keyword 'hồ_chí_minh': 0.76%
   Keyword 'openai': 0.76%
   Keyword 'ngư_dân': 0.76%
   Keyword 'lao_động': 0.76%
   Keyword 'dấu_hiệu': 0.76%
   Keyword 'hcm': 0.76%
   Keyword 'toàn_cầu': 0.76%
   Keyword 'châu_âu': 0.76%
   Keyword 'đội_tuyển': 0.76%
   Keyword 'giao_thông': 0.67%
   Keyword 'giáo_viên': 0.67%
   Keyword 'giáo_dục': 0.67%
   Keyword 'trương_mỹ_lan': 0.67%
   Keyword 'quốc_phòng': 0.67%
   Keyword 'ung_thư': 0.67%
   Keyword 'văn_hoá': 0.59%
   Keyword 'lực_lượng': 0.59%
   Keyword 'troussier': 0.59%
   Keyword 'học_trò': 0.59%
   Keyword 'gia_đình': 0.59%
   Keyword 'kết_quả': 0.59%
   Keyword 'quốc_hội': 0.59%
   Keyword 'công_tác': 0.59%
   Keyword 'tài_sản': 0.59%
   Keyword 'phụ_nữ': 0.59%
   Keyword 'dịch_vụ': 0.59%
   Keyword 'đại_biểu': 0.59%
   Keyword 'chủ_tịch': 0.59%
   Keyword 'gaza': 0.59%
   Keyword 'lãnh_đạo': 0.59%
   Keyword 'trẻ_em': 0.50%
   Keyword 'vô_địch': 0.50%
   Keyword 'đức': 0.50%
   Keyword 'đề_tài': 0.50%
   Keyword 'tổng_thống': 0.50%
   Keyword 'nguy_cơ': 0.50%
   Keyword 'hàn_quốc': 0.50%
   Keyword 'sức_khoẻ': 0.50%
   Keyword 'kế_hoạch': 0.50%
   Keyword 'fansipan': 0.50%
   Keyword 'môi_trường': 0.50%
   Keyword 'mỹ_đình': 0.50%
   Keyword 'tài_xế': 0.50%
   Keyword 'chính_phủ': 0.42%
   Keyword 'cảnh_giác': 0.42%
   Keyword 'công_an': 0.42%
   Keyword 'di_sản': 0.42%
   Keyword 'thông_tin': 0.42%
   Keyword 'chiến_lược': 0.42%
   Keyword 'kỷ_lục': 0.42%
   Keyword 'thành_phố': 0.42%
   Keyword 'thị_trường': 0.42%
   Keyword 'bất_động_sản': 0.42%
   Keyword 'bảo_hiểm_y_tế': 0.42%
   Keyword 'tương_lai': 0.42%
   Keyword 'tiểu_đường': 0.42%
   Keyword 'pháp': 0.42%
   Keyword 'hội_chợ': 0.42%
   Keyword 'giáng_sinh': 0.42%
   Keyword 'trump': 0.42%
   Keyword 'đối_tượng': 0.42%
   Keyword 'thành_uỷ': 0.42%
   Keyword 'bình_định': 0.42%
   Keyword 'thầy_giáo': 0.42%
   Keyword 'sương_muối': 0.42%
   Keyword 'nhân_viên': 0.42%
   Keyword 'nước_ngoài': 0.42%
   Keyword 'bóng_chuyền': 0.42%
   Keyword 'đại_học': 0.42%
   Keyword 'philippines': 0.42%
   Keyword 'phong_trào': 0.34%
   Keyword 'thủ_đô': 0.34%
   Keyword 'houthi': 0.34%
   Keyword 'công_ty': 0.34%
   Keyword 'hô_hấp': 0.34%
   Keyword 'kiev': 0.34%
   Keyword 'sinner': 0.34%
   Keyword 'djokovic': 0.34%
   Keyword 'không_gian': 0.34%
   Keyword 'nạn_nhân': 0.34%
   Keyword 'quân_đội': 0.34%
   Keyword 'giám_đốc': 0.34%
   Keyword 'ấn_độ': 0.34%
   Keyword 'brazil': 0.34%
   Keyword 'hoa_kỳ': 0.34%
   Keyword 'thách_thức': 0.34%
   Keyword 'an_ninh': 0.34%
   Keyword 'ký_ức': 0.34%
   Keyword 'hình_ảnh': 0.34%
   Keyword 'ngân_hàng': 0.34%
   Keyword 'indonesia': 0.34%
   Keyword 'hệ_thống': 0.34%
   Keyword 'khả_năng': 0.34%
   Keyword 'hà_giang': 0.34%
   Keyword 'cán_bộ': 0.34%
   Keyword 'sinh_viên': 0.34%
   Keyword 'thanh_hoá': 0.34%
   Keyword 'khách_hàng': 0.34%
   Keyword 'đà_lạt': 0.34%
   Keyword 'chứng_khoán': 0.34%
   Keyword 'lịch_sử': 0.34%
   Keyword 'sam_altman': 0.34%
   Keyword 'nhà_khoa_học': 0.34%
   Keyword 'bí_thư': 0.34%
   Keyword 'microsoft': 0.34%
   Keyword 'hiệu_trưởng': 0.34%
   Keyword 'kỷ_niệm': 0.34%
   Keyword 'công_đoàn': 0.34%
   Keyword 'bến_tre': 0.34%
   Keyword 'địa_phương': 0.34%
   Keyword 'bình_dương': 0.34%
   Keyword 'truyền_thông': 0.34%
   Keyword 'thứ_trưởng': 0.34%
   Keyword 'cha_mẹ': 0.25%
   Keyword 'thành_viên': 0.25%
   Keyword 'cử_tri': 0.25%
   Keyword 'bộ_máy': 0.25%
   Keyword 'sai_phạm': 0.25%
   Keyword 'thủ_tục': 0.25%
   Keyword 'hành_chính': 0.25%
   Keyword 'mô_hình': 0.25%
   Keyword 'võ_sĩ': 0.25%
   Keyword 'mỹ_nhân': 0.25%
   Keyword 'giảng_viên': 0.25%
   Keyword 'bắc': 0.25%
   Keyword 'biden': 0.25%
   Keyword 'ninh_bình': 0.25%
   Keyword 'quốc_gia': 0.25%
   Keyword 'thể_thao': 0.25%
   Keyword 'ronaldo': 0.25%
   Keyword 'vòng_loại': 0.25%
   Keyword 'thầy_trò': 0.25%
   Keyword 'thuế_giá_trị': 0.25%
   Keyword 'đại_dịch': 0.25%
   Keyword 'cảnh_sát': 0.25%
   Keyword 'đường_hầm': 0.25%
   Keyword 'chương_trình': 0.25%
   Keyword 'sự_cố': 0.25%
   Keyword 'ý_nghĩa': 0.25%
   Keyword 'quan_hệ': 0.25%
   Keyword 'vạn_thịnh_phát': 0.25%
   Keyword 'hành_lang': 0.25%
   Keyword 'sinh_lực': 0.25%
   Keyword 'kim_cương': 0.25%
   Keyword 'dân_vận': 0.25%
   Keyword 'đề_xuất': 0.25%
   Keyword 'đà_nẵng': 0.25%
   Keyword 'hiệu_quả': 0.25%
   Keyword 'khuyết_tật': 0.25%
   Keyword 'thường_vụ': 0.25%
   Keyword 'tỉnh_uỷ': 0.25%
   Keyword 'mưa_lũ': 0.25%
   Keyword 'cơ_sở': 0.25%
   Keyword 'thừa_thiên_huế': 0.25%
   Keyword 'trung_ương': 0.25%
   Keyword 'nỗ_lực': 0.25%
   Keyword 'cổ_phiếu': 0.25%
   Keyword 'ô_tô': 0.25%
   Keyword 'bệnh_nhân': 0.25%
   Keyword 'quốc_tế': 0.25%
   Keyword 'dư_luận': 0.25%
   Keyword 'vật_liệu': 0.25%
   Keyword 'nhật_bản': 0.25%
   Keyword 'container': 0.25%
   Keyword 'karaoke': 0.25%
   Keyword 'ngành_nghề': 0.25%
   Keyword 'chuyên_gia': 0.25%
   Keyword 'chatgpt': 0.25%
   Keyword 'ngư_dân_bình_định': 0.25%
   Keyword 'cộng_đồng': 0.25%
   Keyword 'chiến_dịch': 0.25%
   Keyword 'chung_kết': 0.25%
   Keyword 'blackpink': 0.25%
   Keyword 'sản_phẩm': 0.25%
   Keyword 'hành_trình': 0.25%
   Keyword 'hạ_long': 0.25%
   Keyword 'đạo_diễn': 0.25%
   Keyword 'lưu_bình_nhưỡng': 0.25%
   Keyword 'quy_tắc': 0.25%
   Keyword 'hội_nghị': 0.25%
   Keyword 'châu_á': 0.25%
   Keyword 'đàn_ông': 0.25%
   Keyword 'messi': 0.25%
   Keyword 'kiến_nghị': 0.25%
   Keyword 'dải_gaza': 0.25%
   Keyword 'con_tin': 0.25%
   Keyword 'công_ước': 0.25%
   Keyword 'văn_học': 0.25%
   Keyword 'bảo_tàng': 0.25%
   Keyword 'nguyễn_thị_mỹ_dung': 0.25%
   Keyword 'nhân_sự': 0.25%
   Keyword 'tác_phẩm': 0.25%
   Keyword 'thống_đốc': 0.25%
   Keyword 'công_cuộc': 0.25%
   Keyword 'tp_hồ_chí_minh': 0.25%
   Keyword 'thanh_hà': 0.25%
   Keyword 'sàn_diễn': 0.25%
   Keyword 'bánh_đậu_xanh_hải_dương': 0.25%
   Keyword 'vải_thiều': 0.25%
   Keyword 'thời_trang': 0.25%
   Keyword 'bánh_đậu_xanh': 0.25%
   Keyword 'hải_dương': 0.25%
   Keyword 'y_dược': 0.25%
   Keyword 'nhà_hàng': 0.25%
   Keyword 'phu_nhân': 0.25%
   Keyword 'rosalynn_carter': 0.25%
   Keyword 'đội_tuyển_việt_nam': 0.25%
   Keyword 'thái_lan': 0.25%
   Keyword 'sài_gòn': 0.25%
   Keyword 'thuỷ_sản': 0.25%
   Keyword 'vĩnh_hy': 0.17%
   Keyword 'bôi_nhọ': 0.17%
   Keyword 'luận_điệu': 0.17%
   Keyword 'moscow': 0.17%
   Keyword 'lực_lượng_houthi': 0.17%
   Keyword 'đình_bắc': 0.17%
   Keyword 'đức_bà': 0.17%
   Keyword 'nhà_thờ_đức_bà': 0.17%
   Keyword 'nhà_thờ': 0.17%
   Keyword 'người_dân': 0.17%
   Keyword 'tên_lửa': 0.17%
   Keyword 'trái_đất': 0.17%
   Keyword 'hyundai_creta': 0.17%
   Keyword 'doanh_số': 0.17%
   Keyword 'y_tế': 0.17%
   Keyword 'võ_sĩ_việt_nam': 0.17%
   Keyword 'finals': 0.17%
   Keyword 'lớp_học': 0.17%
   Keyword 'công_nghiệp': 0.17%
   Keyword 'tiềm_năng': 0.17%
   Keyword 'thành_phố_hồ_chí_minh': 0.17%
   Keyword 'nội_dung': 0.17%
   Keyword 'bảo_hiểm_xã_hội': 0.17%
   Keyword 'tổng_thống_ukraine': 0.17%
   Keyword 'chiến_thắng': 0.17%
   Keyword 'bồ_đào_nha': 0.17%
   Keyword 'billboard': 0.17%
   Keyword 'bắc_trung_bộ': 0.17%
   Keyword 'thế_hệ': 0.17%
   Keyword 'mặt_hàng': 0.17%
   Keyword 'facebook': 0.17%
   Keyword 'tiktok': 0.17%
   Keyword 'trợ_lý': 0.17%
   Keyword 'euro': 0.17%
   Keyword 'cà_phê': 0.17%
   Keyword 'thuỵ_điển': 0.17%
   Keyword 'italy': 0.17%
   Keyword 'ngôi_sao': 0.17%
   Keyword 'fan': 0.17%
   Keyword 'virginia': 0.17%
   Keyword 'dân_chủ': 0.17%
   Keyword 'bộ_trưởng_quốc_phòng_mỹ': 0.17%
   Keyword 'paris': 0.17%
   Keyword 'mật_vụ': 0.17%
   Keyword 'giải_mật_vụ_án_gián_điệp_đức_quốc': 0.17%
   Keyword 'gián_điệp': 0.17%
   Keyword 'quốc': 0.17%
   Keyword 'mòn_mỏi': 0.17%
   Keyword 'y_học': 0.17%
   Keyword 'cấy_ghép': 0.17%
   Keyword 'nhà_tù': 0.17%
   Keyword 'hành_lang_imec': 0.17%
   Keyword 'david_cameron': 0.17%
   Keyword 'tác_động': 0.17%
   Keyword 'biên_giới': 0.17%
   Keyword 'quần_thể_điện_phụng_tiên': 0.17%
   Keyword 'quần_thể': 0.17%
   Keyword 'phụng_tiên': 0.17%
   Keyword 'trung_tâm': 0.17%
   Keyword 'cơ_quan': 0.17%
   Keyword 'bhyt': 0.17%
   Keyword 'hướng_dẫn': 0.17%
   Keyword 'quyền_lợi': 0.17%
   Keyword 'nữ_sinh': 0.17%
   Keyword 'giải_pháp': 0.17%
   Keyword 'mobile_money': 0.17%
   Keyword 'thuyền_viên': 0.17%
   Keyword 'thầy_cô_giáo': 0.17%
   Keyword 'lào': 0.17%
   Keyword 'lai_châu': 0.17%
   Keyword 'toàn_quốc': 0.17%
   Keyword 'vai_trò': 0.17%
   Keyword 'uy_tín': 0.17%
   Keyword 'trường_hợp': 0.17%
   Keyword 'cần_thơ': 0.17%
   Keyword 'bệnh_xá': 0.17%
   Keyword 'sinh_tồn': 0.17%
   Keyword 'bệnh_xá_đảo_sinh_tồn': 0.17%
   Keyword 'khu_vực': 0.17%
   Keyword 'bà_con': 0.17%
   Keyword 'tuyên_giáo': 0.17%
   Keyword 'chính_sách_bhxh': 0.17%
   Keyword 'chính_sách': 0.17%
   Keyword 'tàng_hình': 0.17%
   Keyword 'vợ_chồng': 0.17%
   Keyword 'chất_lượng': 0.17%
   Keyword 'elon_musk': 0.17%
   Keyword 'vnindex': 0.17%
   Keyword 'áp_lực': 0.17%
   Keyword 'đại_lý': 0.17%
   Keyword 'giáo_sư': 0.17%
   Keyword 'bác_sĩ': 0.17%
   Keyword 'cuộc_sống': 0.17%
   Keyword 'sông_đào': 0.17%
   Keyword 'tài_khoản': 0.17%
   Keyword 'quyết_định': 0.17%
   Keyword 'hiểm_hoạ': 0.17%
   Keyword 'hoạt_động': 0.17%
   Keyword 'trung_học_phổ_thông': 0.17%
   Keyword 'lãi_suất': 0.17%
   Keyword 'covid19': 0.17%
   Keyword 'khởi_tố': 0.17%
   Keyword 'lái_xe': 0.17%
   Keyword 'vùng_biển': 0.17%
   Keyword 'phú_quý': 0.17%
   Keyword 'hội_an': 0.17%
   Keyword 'tây': 0.17%
   Keyword 'mãn_tính': 0.17%
   Keyword 'dự_án': 0.17%
   Keyword 'giá_usd': 0.17%
   Keyword 'tổng_giám_đốc': 0.17%
   Keyword 'pháp_lý': 0.17%
   Keyword 'sân_bay': 0.17%
   Keyword 'cha_đẻ': 0.17%
   Keyword 'cầu_thủ': 0.17%
   Keyword 'tiến_linh': 0.17%
   Keyword 'ql1': 0.17%
   Keyword 'công_trình': 0.17%
   Keyword 'nồng_độ': 0.17%
   Keyword 'đối_thủ': 0.17%
   Keyword 'tranh_cãi': 0.17%
   Keyword 'liên_minh': 0.17%
   Keyword 'tâm_thư': 0.17%
   Keyword 'tâm': 0.17%
   Keyword 'mỹ_tâm_hạ_long': 0.17%
   Keyword 'vũ_trụ': 0.17%
   Keyword 'hải_phòng': 0.17%
   Keyword 'triển_lãm': 0.17%
   Keyword 'dân_tộc': 0.17%
   Keyword 'trường_học': 0.17%
   Keyword 'đến_trường': 0.17%
   Keyword 'năng_lượng': 0.17%
   Keyword 'nhạc_sĩ': 0.17%
   Keyword 'biểu_tượng': 0.17%
   Keyword 'tin_tức': 0.17%
   Keyword 'putin': 0.17%
   Keyword 'hamas': 0.17%
   Keyword 'tình_dục': 0.17%
   Keyword 'truyền_thống': 0.17%
   Keyword 'hàng_không': 0.17%
   Keyword 'hành_tinh': 0.17%
   Keyword 'nhà_máy': 0.17%
   Keyword 'toyota': 0.17%
   Keyword 'thực_phẩm': 0.17%
   Keyword 'âm_nhạc': 0.17%
   Keyword 'paracetamol': 0.17%
   Keyword 'hôn_nhân': 0.17%
   Keyword 'hạt_nhân': 0.17%
   Keyword 'đẳng_cấp': 0.17%
   Keyword 'tiền_đạo': 0.17%
   Keyword 'thuế': 0.17%
   Keyword 'bến_thành': 0.17%
   Keyword 'con_nợ': 0.17%
   Keyword 'huế': 0.17%
   Keyword 'nhiệm_vụ': 0.17%
   Keyword 'huyết_áp': 0.17%
   Keyword 'kháng_sinh': 0.17%
   Keyword 'thói_quen': 0.17%
   Keyword 'công_nghệ': 0.17%
   Keyword 'bản_quyền': 0.17%
   Keyword 'tâm_thần': 0.17%
   Keyword 'khủng_hoảng': 0.17%
   Keyword 'argentina': 0.17%
   Keyword 'malaysia': 0.17%
   Keyword 'chế_độ': 0.17%
   Keyword 'láng_giềng': 0.17%
   Keyword 'đông': 0.17%
   Keyword 'úc': 0.17%
   Keyword 'lực_lượng_gghb_việt_nam': 0.17%
   Keyword 'tết_nguyên_đán': 0.17%
   Keyword 'vũ_khí': 0.17%
   Keyword 'gia_hạn': 0.17%
   Keyword 'viễn_thông': 0.17%
   Keyword 'hàng_hoá': 0.17%
   Keyword 'tochigi_nhật_bản': 0.17%
   Keyword 'thủ_tướng_trần_lưu_quang': 0.17%
   Keyword 'trần_lưu_quang': 0.17%
   Keyword 'thủ_tướng_phạm_minh_chính': 0.17%
   Keyword 'phạm_minh_chính': 0.17%
   Keyword 'hải_quan': 0.17%
   Keyword 'xe_máy': 0.17%
   Keyword 'kỷ_luật': 0.17%
   Keyword 'đảng_viên': 0.17%
   Keyword 'lĩnh_vực': 0.17%
   Keyword 'australia': 0.17%
   Keyword 'azerbaijan': 0.17%
   Keyword 'đỏ': 0.17%
   Keyword 'trăng_lưỡi_liềm': 0.17%
   Keyword 'chữ_thập_đỏ': 0.17%
   Keyword 'danh_mục': 0.17%
   Keyword 'quân_y': 0.17%
   Keyword 'westlife': 0.17%
   Keyword 'màn_ảnh': 0.17%
   Keyword 'hoàng_đế': 0.17%
   Keyword 'phương_lan_nhà': 0.17%
   Keyword 'đội_tuyển_iraq': 0.17%
   Keyword 'máy_cày': 0.17%
   Keyword 'an_giang': 0.17%
   Keyword 'nguồn_gốc': 0.17%
   Keyword 'điện_tử': 0.17%
   Keyword 'điện_biên': 0.17%
   Keyword 'city_tour': 0.17%
   Keyword 'vải_thiều_thanh_hà': 0.17%
   Keyword 'bảo_tàng_phụ_nữ_việt_nam': 0.17%
   Keyword 'hiện_vật': 0.17%
   Keyword 'giám_đốc_bệnh_viện_bạch_mai': 0.17%
   Keyword 'bạch_mai': 0.17%
   Keyword 'bệnh_lý': 0.17%
   Keyword 'tài_chính': 0.17%
   Keyword 'áp_thuế': 0.17%
   Keyword 'khán_giả': 0.17%
   Keyword 'đt_việt_nam': 0.17%
   Keyword 'sốt_xuất_huyết': 0.17%
   Keyword 'hàng_đầu': 0.17%
   Keyword 'nam_california': 0.17%
   Keyword 'bún_bò': 0.08%
   Keyword 'thám_tử': 0.08%
   Keyword 'tuổi_trẻ': 0.08%
   Keyword 'tây_bắc': 0.08%
   Keyword 'kiểu_mẫu': 0.08%
   Keyword 'điển_hình': 0.08%
   Keyword 'bền_bỉ': 0.08%
   Keyword 'thủ_đô_moscow': 0.08%
   Keyword 'viện_trợ': 0.08%
   Keyword 'văn_toàn': 0.08%
   Keyword 'triết_lý': 0.08%
   Keyword 'tư_liệu': 0.08%
   Keyword 'cấp_bách': 0.08%
   Keyword 'bắc_giang': 0.08%
   Keyword 'công_an_tỉnh_bắc_giang': 0.08%
   Keyword 'chung_cư': 0.08%
   Keyword 'đặng_văn_ngữ_ông': 0.08%
   Keyword 'thế_kỷ': 0.08%
   Keyword 'gs_đặng_văn_ngữ_ông': 0.08%
   Keyword 'năm_tuổi_trung_quốc': 0.08%
   Keyword 'năm_tuổi': 0.08%
   Keyword 'tượng_phật': 0.08%
   Keyword 'hà_lade': 0.08%
   Keyword 'bố_mẹ': 0.08%
   Keyword 'anh_chàng': 0.08%
   Keyword 'hàng_loạt': 0.08%
   Keyword 'quảng_cáo': 0.08%
   Keyword 'vạ_miệng': 0.08%
   Keyword 'tuổi_thơ': 0.08%
   Keyword 'việc_làm': 0.08%
   Keyword 'sách_vở': 0.08%
   Keyword 'u40': 0.08%
   Keyword 'sắc': 0.08%
   Keyword 'chị_em_yến_trang_yến_nhi_sắc': 0.08%
   Keyword 'yến_trang_yến_nhi': 0.08%
   Keyword 'chị_em': 0.08%
   Keyword 'starship': 0.08%
   Keyword 'thành_công': 0.08%
   Keyword 'oxy': 0.08%
   Keyword 'seltos': 0.08%
   Keyword 'đô_thị': 0.08%
   Keyword 'phân_khúc_suv': 0.08%
   Keyword 'vinfast_vf': 0.08%
   Keyword 'lucid_gravity': 0.08%
   Keyword 'rau_sống': 0.08%
   Keyword 'đột_biến': 0.08%
   Keyword 'sở_y_tế_tphcm': 0.08%
   Keyword 'lê_quang_liêm': 0.08%
   Keyword 'cờ_vua': 0.08%
   Keyword 'muay': 0.08%
   Keyword 'đai_vô_địch_wbc_muay': 0.08%
   Keyword 'đỉnh_cao': 0.08%
   Keyword 'ngân_anh': 0.08%
   Keyword 'mỹ_nhân_việt': 0.08%
   Keyword 'midu': 0.08%
   Keyword 'giảng_viên_midu': 0.08%
   Keyword 'nam_bộ': 0.08%
   Keyword 'xu_thế': 0.08%
   Keyword 'hiện_tượng': 0.08%
   Keyword 'kinh_tế_đức': 0.08%
   Keyword 'thể_diện': 0.08%
   Keyword 'tập': 0.08%
   Keyword 'hưng_yên': 0.08%
   Keyword 'đường_thuỷ': 0.08%
   Keyword 'cửu_long': 0.08%
   Keyword 'đồng_bằng': 0.08%
   Keyword 'đội_ngũ': 0.08%
   Keyword 'tâm_lý': 0.08%
   Keyword 'thể_nghiệm': 0.08%
   Keyword 'nhà_hát': 0.08%
   Keyword 'thể_nghiệm_nhà_hát_kịch_việt_nam': 0.08%
   Keyword 'nsnd_quốc_hưng_mv': 0.08%
   Keyword 'quốc_hưng': 0.08%
   Keyword 'ảnh_giới': 0.08%
   Keyword 'ba_vì': 0.08%
   Keyword 'đội_nữ_ninh_bình': 0.08%
   Keyword 'khánh_hoà_vô_địch_bóng_chuyền': 0.08%
   Keyword 'nam_khánh_hoà_vô_địch_bóng_chuyền': 0.08%
   Keyword 'vđqg': 0.08%
   Keyword 'bóng_đá': 0.08%
   Keyword 'phong_phú_hà_nam': 0.08%
   Keyword 'phong_phú': 0.08%
   Keyword 'tuyết_dung': 0.08%
   Keyword 'hà_nam': 0.08%
   Keyword 'carlos_alcaraz': 0.08%
   Keyword 'ratcliffe': 0.08%
   Keyword 'manchester_united_sir_jim': 0.08%
   Keyword 'manchester_united_sir_jim_ratcliffe': 0.08%
   Keyword 'kết_quả_vòng_loại_euro_ronaldo': 0.08%
   Keyword 'tây_ban_nha': 0.08%
   Keyword 'kỳ_tích': 0.08%
   Keyword 'album_bxh_billboard': 0.08%
   Keyword 'album': 0.08%
   Keyword 'bắc_bộ_bắc_trung_bộ': 0.08%
   Keyword 'bắc_bộ': 0.08%
   Keyword 'tai_nạn_giao_thông_việt_nam': 0.08%
   Keyword 'vntb_thản_nhiên': 0.08%
   Keyword 'thản_nhiên': 0.08%
   Keyword 'nguyễn_lân_dũng_viết': 0.08%
   Keyword 'gs_nguyễn_lân_dũng_viết': 0.08%
   Keyword 'khát_khao': 0.08%
   Keyword 'b': 0.08%
   Keyword 'crossover': 0.08%
   Keyword 'youtube': 0.08%
